Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,Facility NPRI ID / Numéro d'identification de l'INRP,Facility NAICS Code / Code SCIAN de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,French Facility NAICS Code Description / Description du code SCIAN de l'installation en français,Reporting Company Legal Name / Dénomination sociale de la société déclarante,Reporting Company Trade Name / Nom commercial de la société déclarante,Reporting Company CRA Business Number / Numéro d'entreprise ARC de la société déclarante,Reporting Company DUNS Number / Numéro DUNS de la société déclarante,Public Contact Name / Nom du responsable des renseignements au public,Public Contact Position / Poste ou Titre du responsable des renseignements au public,Public Contact Telephone / Numéro de téléphone du responsable des renseignements au public,Public Contact Extension / Poste téléphonique du responsable des renseignements au public,Public Contact Email / Adresse électronique du responsable des renseignements au public,Public Contact Mailing Address / Adresse postale du responsable des renseignements au public,Public Contact City or District or Municipality / Ville ou District ou Municipalité du responsable des renseignements au public,Public Contact Province or Territory / Province ou Territoire du responsable des renseignements au public,Public Contact Postal Code / Code postal du responsable des renseignement au public,Emission Source / Source d'emission,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2),GHGRP Quantification Requirements / Exigences de quantification du PDGES,Emission Factors / Coefficients d'émission,Engineering Estimates / Estimations techniques,Mass Balance / Bilan massique,Monitoring or Direct Measurement / Surveillance ou mesure directe
G10011,2023,Algoma Steel Inc,105 West Street North,Sault Ste. Marie,Ontario,P6A 7B4,46.5217,-84.3637,1070,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,Algoma Steel Inc.,Algoma Steel Inc.,768412926,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,977163.917,15.544,435.232,13.8237,3663.2805,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,981262.4295,4292166.215,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10011,2023,Algoma Steel Inc,105 West Street North,Sault Ste. Marie,Ontario,P6A 7B4,46.5217,-84.3637,1070,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,Algoma Steel Inc.,Algoma Steel Inc.,768412926,0,,,,,,,,,,Industrial Processes / Procédés industriels,3276798.403,379.3,10620.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3287418.803,4292166.215,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10011,2023,Algoma Steel Inc,105 West Street North,Sault Ste. Marie,Ontario,P6A 7B4,46.5217,-84.3637,1070,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,Sidérurgie,Algoma Steel Inc.,Algoma Steel Inc.,768412926,0,,,,,,,,,,On-site Transportation / Transport sur le site,22471.58,2.9,81.2,1.87,495.55,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,23048.33,4292166.215,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10012,2023,Aluminerie Alouette inc.,400 Chemin de de la Pointe-Noire,Sept-Îles,Quebec,G4R 5M9,50.1583,-66.4416,4778,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie Alouette inc.,Aluminerie Alouette inc.,121899850,248143331,Marie-Claude Guimond,"Directrice, Communications",4189647335,,mcguimond@alouette.qc.ca,400 Chemin de la Pointe-Noire,Sept-Iles,Quebec,G4R 5M9,Stationary Fuel Combustion / Combustion stationnaire de combustibles,49900.2,0.8652,24.2256,0.9476,251.114,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,50175.5396,1108309.929,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10012,2023,Aluminerie Alouette inc.,400 Chemin de de la Pointe-Noire,Sept-Îles,Quebec,G4R 5M9,50.1583,-66.4416,4778,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie Alouette inc.,Aluminerie Alouette inc.,121899850,248143331,Marie-Claude Guimond,"Directrice, Communications",4189647335,,mcguimond@alouette.qc.ca,400 Chemin de la Pointe-Noire,Sept-Iles,Quebec,G4R 5M9,Industrial Processes / Procédés industriels,1004138.9,,0,,0,,,,,,,,,,,,,0.11068,143.884,,,,,,,,,,,,,143.884,6.65109,44096.7267,0.48207,5350.977,,,,,,,,,,,49447.7037,0.00385,90.475,1053820.963,1108309.929,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10012,2023,Aluminerie Alouette inc.,400 Chemin de de la Pointe-Noire,Sept-Îles,Quebec,G4R 5M9,50.1583,-66.4416,4778,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie Alouette inc.,Aluminerie Alouette inc.,121899850,248143331,Marie-Claude Guimond,"Directrice, Communications",4189647335,,mcguimond@alouette.qc.ca,400 Chemin de la Pointe-Noire,Sept-Iles,Quebec,G4R 5M9,On-site Transportation / Transport sur le site,3916.6,0.8126,22.7528,1.4116,374.074,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,4313.4268,1108309.929,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10013,2023,Aluminerie de Baie-Comeau,0 100 Maritime Route,BAIE-COMEAU,Quebec,G4Z 2L6,49.2583,-68.1461,2038,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Ne pas prendre - Alcoa Canada Co.,Alcoa Canada Co.,138117494,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,26864,0.118,3.304,0.557,147.605,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,27014.909,537948.072,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet
G10013,2023,Aluminerie de Baie-Comeau,0 100 Maritime Route,BAIE-COMEAU,Quebec,G4Z 2L6,49.2583,-68.1461,2038,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Ne pas prendre - Alcoa Canada Co.,Alcoa Canada Co.,138117494,0,,,,,,,,,,Industrial Processes / Procédés industriels,492312,,0,24.771,6564.315,,,0.001,0.677,,,,,0.004,12.68,,,0.033,42.9,,,,,,,,,,,,,56.257,1.18,7823.4,0.119,1320.9,,,,,,,,,,,9144.3,0.0045,105.75,508182.622,537948.072,Applicable,Applicable,Applicable,Applicable,Not applicable / Sans Objet
G10013,2023,Aluminerie de Baie-Comeau,0 100 Maritime Route,BAIE-COMEAU,Quebec,G4Z 2L6,49.2583,-68.1461,2038,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Ne pas prendre - Alcoa Canada Co.,Alcoa Canada Co.,138117494,0,,,,,,,,,,On-site Transportation / Transport sur le site,2681,0.392,10.976,0.221,58.565,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2750.541,537948.072,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10014,2023,Aluminerie de Bécancour inc.,5555 Pierre Thibault,Bécancour,Quebec,G9H 2T7,46.3829,-72.3874,1071,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,100174531,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,60447,1.191,33.348,1.062,281.43,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,60761.778,819812.9182,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10014,2023,Aluminerie de Bécancour inc.,5555 Pierre Thibault,Bécancour,Quebec,G9H 2T7,46.3829,-72.3874,1071,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,100174531,0,,,,,,,,,,Industrial Processes / Procédés industriels,734647.1411,,0,,0,,,0.036469,24.689513,,,,,0.038102,120.78334,,,0.09581,124.553,,,,,,,,,,,,,270.025853,2.598,17224.74,0.305,3385.5,,,,,,,,,,,20610.24,0,0,755527.407,819812.9182,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable
G10014,2023,Aluminerie de Bécancour inc.,5555 Pierre Thibault,Bécancour,Quebec,G9H 2T7,46.3829,-72.3874,1071,331313,Primary Production of Alumina and Aluminum,Production primaire d'alumine et d'aluminium,Aluminerie de Bécancour inc.,Aluminerie de Bécancour inc.,100174531,0,,,,,,,,,,On-site Transportation / Transport sur le site,3184.9043,0.4098,11.4744,1.2353,327.3545,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3523.7332,819812.9182,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10015,2023,ATCO Pipelines - Transmission System,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,,0,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,ATCO Gas and Pipelines Ltd.,ATCO Gas and Pipelines,119325652,0,,,,,,,,,,Flaring / Torchage,1204.3281,7.4805,209.454,0.0198,5.247,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1419.0291,103348.1209,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10015,2023,ATCO Pipelines - Transmission System,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,,0,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,ATCO Gas and Pipelines Ltd.,ATCO Gas and Pipelines,119325652,0,,,,,,,,,,Leakage / Fuites,8.9671,492.2885,13784.078,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,13793.0451,103348.1209,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10015,2023,ATCO Pipelines - Transmission System,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,,0,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,ATCO Gas and Pipelines Ltd.,ATCO Gas and Pipelines,119325652,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,64804.3068,254.1492,7116.1776,3.3361,884.0665,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,72804.5509,103348.1209,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10015,2023,ATCO Pipelines - Transmission System,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,,0,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,ATCO Gas and Pipelines Ltd.,ATCO Gas and Pipelines,119325652,0,,,,,,,,,,Industrial Processes / Procédés industriels,0,,0,,0,,,0.0065,4.4005,,,,,0.0065,20.605,,,,,,,,,,,,,,,,,25.0055,,,,,,,,,,,,,,,0,,0,25.0055,103348.1209,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10015,2023,ATCO Pipelines - Transmission System,7210 42 Street Northwest,Edmonton,Alberta,T6B 3H1,,0,0,486210,Pipeline Transportation of Natural Gas,Transport du gaz naturel par gazoduc,ATCO Gas and Pipelines Ltd.,ATCO Gas and Pipelines,119325652,0,,,,,,,,,,Venting / Évacuation,10.4459,546.2873,15296.0444,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,15306.4903,103348.1209,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10016,2023,Atikokan Generating Station,15202 622 Highway,Atikokan,Ontario,P0T 1C0,48.8361,-91.5656,3238,221119,Other Electric Power Generation,Autres activités de production d'électricité,Ontario Power Generation Inc.,OPG,878664226,255289241,Scott Hurley,Environmental Advisor,8073463914,,scott.hurley@opg.com,167 Burwood Road,Thunder Bay,Ontario,P7B 6T7,Stationary Fuel Combustion / Combustion stationnaire de combustibles,16543.93,11.26,315.28,5.59,1481.35,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,18340.56,18340.56,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10018,2023,Battle River Generating Station,,Forestburg,Alberta,,52.5647,-112.1414,1033,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Alberta Power 2000 Ltd.,Heartland Generation,865890198,0,Anne Vigneau,Senior Environmental Advisor,5879431039,,anne.vigneau@heartlandgeneration.com,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,Stationary Fuel Combustion / Combustion stationnaire de combustibles,903772.867,17.332,485.296,4.8247,1278.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,905536.7085,905641.4968,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10018,2023,Battle River Generating Station,,Forestburg,Alberta,,52.5647,-112.1414,1033,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Alberta Power 2000 Ltd.,Heartland Generation,865890198,0,Anne Vigneau,Senior Environmental Advisor,5879431039,,anne.vigneau@heartlandgeneration.com,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,On-site Transportation / Transport sur le site,70.15,0.0045,0.126,0.0006,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,70.435,905641.4968,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10018,2023,Battle River Generating Station,,Forestburg,Alberta,,52.5647,-112.1414,1033,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Alberta Power 2000 Ltd.,Heartland Generation,865890198,0,Anne Vigneau,Senior Environmental Advisor,5879431039,,anne.vigneau@heartlandgeneration.com,400 3rd Avenue Southwest,Calgary,Alberta,T2P 4H2,Venting / Évacuation,0.0533,1.225,34.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,34.3533,905641.4968,Not applicable / Sans Objet,Applicable,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10020,2023,Bayside Power,509 Bayside Drive,Saint John,New Brunswick,E2J 1B4,45.2753,-66.0269,5084,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,New Brunswick Power Corporation,NB Power,119246921,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,557181.6533,140.7319,3940.4932,14.0732,3729.398,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,564851.5445,564855.0359,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10020,2023,Bayside Power,509 Bayside Drive,Saint John,New Brunswick,E2J 1B4,45.2753,-66.0269,5084,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,New Brunswick Power Corporation,NB Power,119246921,0,,,,,,,,,,On-site Transportation / Transport sur le site,3.3992,0.0014,0.0392,0.0002,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3.4914,564855.0359,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10022,2023,Belledune Generating Station,1558 Main Street,Belledune,New Brunswick,E8G 2M3,47.90596,-65.86347,1698,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,New Brunswick Power Corporation,NB Power,119246921,0,,,,,,,,,,Stationary Fuel Combustion / Combustion stationnaire de combustibles,1580059.057,25.4249,711.8972,20.3252,5386.178,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1586157.133,1586757.702,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10022,2023,Belledune Generating Station,1558 Main Street,Belledune,New Brunswick,E8G 2M3,47.90596,-65.86347,1698,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,New Brunswick Power Corporation,NB Power,119246921,0,,,,,,,,,,On-site Transportation / Transport sur le site,582.967,0.1829,5.1212,0.0471,12.4815,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,600.5697,1586757.702,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10024,2023,Boundary Dam Power Station,,ESTEVAN,Saskatchewan,S4A 2A6,49.09606,-103.0305,2081,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Saskatchewan Power Corporation,SaskPower,119429678,200682151,Kayla Klassen,"Manager, Environmental Performance & Reporting, Environment & Sustainability",3065663202,,kklassen@saskpower.com,2025 Victoria Avenue,Regina,Saskatchewan,S4P 0S1,Leakage / Fuites,10.223693,106.282653,2975.914284,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2986.137977,3428677.424,Applicable,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10024,2023,Boundary Dam Power Station,,ESTEVAN,Saskatchewan,S4A 2A6,49.09606,-103.0305,2081,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Saskatchewan Power Corporation,SaskPower,119429678,200682151,Kayla Klassen,"Manager, Environmental Performance & Reporting, Environment & Sustainability",3065663202,,kklassen@saskpower.com,2025 Victoria Avenue,Regina,Saskatchewan,S4P 0S1,Stationary Fuel Combustion / Combustion stationnaire de combustibles,3398985.269,76.537111,2143.039108,92.688965,24562.57573,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,3425690.884,3428677.424,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10024,2023,Boundary Dam Power Station,,ESTEVAN,Saskatchewan,S4A 2A6,49.09606,-103.0305,2081,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Saskatchewan Power Corporation,SaskPower,119429678,200682151,Kayla Klassen,"Manager, Environmental Performance & Reporting, Environment & Sustainability",3065663202,,kklassen@saskpower.com,2025 Victoria Avenue,Regina,Saskatchewan,S4P 0S1,Venting / Évacuation,0.4023,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,0.4023,3428677.424,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10025,2023,Thunder Bay Operations,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,48.3486,-89.3067,930,322112,Chemical Pulp Mills,Usines de pâte chimique,Thunder Bay Pulp and Paper Inc.,,717363741,0,Alex Hiiback,Environmental Superintendent,8074752230,,alex.hiiback@tbpulpandpaper.com,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,179663.8522,51.8193,1450.9404,29.90499,7924.82235,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,189039.615,193143.9347,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10025,2023,Thunder Bay Operations,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,48.3486,-89.3067,930,322112,Chemical Pulp Mills,Usines de pâte chimique,Thunder Bay Pulp and Paper Inc.,,717363741,0,Alex Hiiback,Environmental Superintendent,8074752230,,alex.hiiback@tbpulpandpaper.com,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,Industrial Processes / Procédés industriels,1127.696,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,1127.696,193143.9347,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10025,2023,Thunder Bay Operations,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,48.3486,-89.3067,930,322112,Chemical Pulp Mills,Usines de pâte chimique,Thunder Bay Pulp and Paper Inc.,,717363741,0,Alex Hiiback,Environmental Superintendent,8074752230,,alex.hiiback@tbpulpandpaper.com,2001 Neebing Avenue,Thunder Bay,Ontario,P7E 6S3,On-site Transportation / Transport sur le site,2944.46,0.74744,20.92832,0.042398,11.23547,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,2976.62379,193143.9347,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10026,2023,Brady Road Resource Management Facility,1901 Brady Road,Winnipeg,Manitoba,R3Y 1T1,49.7583,-97.2004,6896,562210,Waste Treatment and Disposal,Traitement et élimination des déchets,"City of Winnipeg, Water & Waste Department",Water & Waste Department,121682967,0,Renee Grosselle,Manager of Environmetal Standards Division,2049868359,,rgrosselle@winnipeg.ca,2230 Main Street,Winnipeg,Manitoba,R2V 4T8,Waste / Déchets,0,17838.928,499489.984,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,499489.984,499489.984,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet
G10027,2023,Brampton Assembly Plant,2000 Williams Parkway East,Brampton,Ontario,L6S 6B3,43.7512,-79.7168,4173,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,FCA Canada Inc.,FCA,100963941,201848868,Josh Orentlicher,"Environmental Manager, Canada",4168058227,,josh.orentlicher@stellantis.com,15 Brown's Line Line,Etobicoke,Ontario,M8W 3S3,Stationary Fuel Combustion / Combustion stationnaire de combustibles,62271.3072,1.2119,33.9332,1.0759,285.1135,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,62590.3539,62845.13204,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10027,2023,Brampton Assembly Plant,2000 Williams Parkway East,Brampton,Ontario,L6S 6B3,43.7512,-79.7168,4173,336110,Automobile and Light-Duty Motor Vehicle Manufacturing,Fabrication de voitures et de véhicules automobiles légers,FCA Canada Inc.,FCA,100963941,201848868,Josh Orentlicher,"Environmental Manager, Canada",4168058227,,josh.orentlicher@stellantis.com,15 Brown's Line Line,Etobicoke,Ontario,M8W 3S3,On-site Transportation / Transport sur le site,254.11185,0.00694,0.19432,0.001781,0.471965,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,254.778135,62845.13204,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10028,2023,Brandon Generating Station,3305 Victoria Avenue East,Brandon,Manitoba,R7A 7J8,49.8449,-99.8896,821,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Manitoba Hydro,Manitoba Hydro,122063779,0,K Michael Shaw,Section Head - Greenhouse Gas Expertise,2043604912,,mshaw@hydro.mb.ca,360 Portage Avenue,Winnipeg,Manitoba,R3C 0G8,Stationary Fuel Combustion / Combustion stationnaire de combustibles,45084.5423,11.142199,311.981572,1.149863,304.713695,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,0,45701.23757,45729.90757,Applicable,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet
G10028,2023,Brandon Generating Station,3305 Victoria Avenue East,Brandon,Manitoba,R7A 7J8,49.8449,-99.8896,821,221112,Fossil-Fuel Electric Power Generation,Production d'électricité à partir de combustibles fossiles,Manitoba Hydro,Manitoba Hydro,122063779,0,K Michael Shaw,Section Head - Greenhouse Gas Expertise,2043604912,,mshaw@hydro.mb.ca,360 Portage Avenue,Winnipeg,Manitoba,R3C 0G8,Industrial Processes / Procédés industriels,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0.00122,28.67,28.67,45729.90757,Not applicable / Sans Objet,Not applicable / Sans Objet,Not applicable / Sans Objet,Applicable,Applicable
